year	uid	title	author	presenter	country	affiliation
2016	531	A new R library for discriminate groups based on abundance profile and biodiversity on microbiome metagenomics matrices	Jorge Frias-Lopez	0	United States	Department of Microbiology - Forsyth Institute
2016	531	A new R library for discriminate groups based on abundance profile and biodiversity on microbiome metagenomics matrices	Toni Monleon-Getino	0	Spain	University of Barcelona
2016	353	An R commander plug-in for fitting generalized Waring regression models	Maria Jose Olmo-Jimenez	1	Spain	University of Jaen
2016	353	An R commander plug-in for fitting generalized Waring regression models	Silverio Vilchez-Lopez	0	Spain	IES Las Fuentezuelas
2016	353	An R commander plug-in for fitting generalized Waring regression models	Antonio Jose Saez-Castillo	0	Spain	Universidad de Jaen
2016	442	An approach to the errors-in-variables regression model	Taku Yamamoto	1	Japan	Institute of Statistical Research
2016	442	An approach to the errors-in-variables regression model	Makoto Muto	0	Japan	Hitotsubashi University
2016	442	An approach to the errors-in-variables regression model	Teruo Nakatsuma	0	Japan	Keio University
2016	573	LIHAR model for forecasting realized volatilities featuring long-memory and asymmetry	JiWon Shin	1	Korea, South	Ewha Womans University
2016	573	LIHAR model for forecasting realized volatilities featuring long-memory and asymmetry	DongWan Shin	0	Korea, South	Ewha Womans University
2016	507	Locally weighted mixture models for prediction from time series	Najla Qarmalah	1	Saudi Arabia	Princess Norah bint Abdulrahman University
2016	507	Locally weighted mixture models for prediction from time series	Jochen Einbeck	0	United Kingdom	Durham University
2016	507	Locally weighted mixture models for prediction from time series	Frank Coolen	0	UK	Durham University
2016	496	Dynamic binary choice panel data model with fixed effect based on transition model	Takuma Kurosawa	1	Japan	Tokyo University of Science
2016	496	Dynamic binary choice panel data model with fixed effect based on transition model	Asanao Shimokawa	0	Japan	Tokyo University of Science
2016	496	Dynamic binary choice panel data model with fixed effect based on transition model	Etsuo Miyaoka	0	Japan	Tokyo University of Science
2016	399	Various algorithmic approaches for the balancing problem	Susie Fortier	1	Canada	Statistics Canada
2016	399	Various algorithmic approaches for the balancing problem	Michel Ferland	0	Canada	Statistics Canada
2016	157	Asymptotic expansions for the estimators of Lagrange multipliers by the weighted score methods	Haruhiko Ogasawara	1	Japan	Otaru University of Commerce
2016	429	Penalized splines with censored data	Jesus Orbe	1	Spain	University of the Basque Country
2016	429	Penalized splines with censored data	Jorge Virto	0	Spain	University of the Basque Country
2016	435	A widely linear system for quaternion estimation	Juan Carlos Ruiz-Molina	1	Spain	University of Jaen
2016	435	A widely linear system for quaternion estimation	Jesus  Navarro-Moreno 	0	Spain	University of Jaen
2016	435	A widely linear system for quaternion estimation	Rosa Maria Fernandez-Alcala	0	Spain	University of Jaen
2016	435	A widely linear system for quaternion estimation	Jose Domingo Jimenez-Lopez	0	Spain	University of Jaen
2016	491	A computational statistics approach for estimating the smallest natural number $x$ for which $\pi(x) > li(x)$	Ryuichi Sawae	1	Japan	Okayama University of Science
2016	572	Interval and value at risk forecasting for realized volatility and implied volatility having asymmetry	Ji Eun Choi	1	Korea, South	Ewha Womens university
2016	572	Interval and value at risk forecasting for realized volatility and implied volatility having asymmetry	Dong Wan Shin	0	Korea, South	Ewha university
2016	424	The limiting distribution of a rank test based on the multisample Cucconi test	Takuya Nishino	1	Japan	Tokyo University of Science
2016	424	The limiting distribution of a rank test based on the multisample Cucconi test	Hidetoshi Murakami	0	Japan	Tokyo University of Science
2016	210	High-order composite likelihood inference for max-stable distributions and processes	Stefano Castruccio	1	United Kingdom	Newcastle University
2016	325	Censored local likelihood inference for modeling non-stationarity in spatial extremes	Daniela Castro-Camilo	1	Saudi Arabia	King Abdullah University of Science and Technology
2016	325	Censored local likelihood inference for modeling non-stationarity in spatial extremes	Raphael Huser	0	Saudi Arabia	King Abdullah University of Science and Technology
2016	331	The use of Bernstein polynomials for modelling the extremal dependence	Simone Padoan	1	Italy	Bocconi University
2016	522	The analysis of asymmetry based on ordered scores for square contingency tables	Hiroyuki Kurakami	1	Japan	Tokyo University of Science
2016	522	The analysis of asymmetry based on ordered scores for square contingency tables	Shuji Ando	0	Japan	Novartis Pharma KK
2016	455	On separation of symmetry for ordinal categorical data	Kouji Tahata	1	Japan	Tokyo University of Science
2016	528	Entropy based tests of dependence for categorical data	Simone Giannerini	1	Italy	University of Bologna
2016	528	Entropy based tests of dependence for categorical data	Greta Goracci	0	Italy	University of Bologna
2016	363	EMcorrProbit R package	Denitsa Grigorova	1	Bulgaria	Sofia University
2016	363	EMcorrProbit R package	Nina Daskalova	0	Bulgaria	Sofia University
2016	158	Some comments on copula-based regression	Holger Dette	1	Germany	Ruhr-Universitaet Bochum
2016	158	Some comments on copula-based regression	Ria Van Hecke	0	Germany	Ruhr Universitaet Bochum
2016	158	Some comments on copula-based regression	Stanislav Volgushev	0	Canada	University of Toronto
2016	159	Simultaneous inference in structured additive conditional copula regression models: A unifying Bayesian approach	Thomas Kneib	1	Germany	University of Goettingen
2016	159	Simultaneous inference in structured additive conditional copula regression models: A unifying Bayesian approach	Nadja Klein	0	Germany	Georg-August-University Goettingen
2016	273	Estimating distribution functions using double sampling designs	Ori Davidov	1	Israel	University of Haifa
2016	282	Bivariate copula additive models for location, scale and shape	Rosalba Radice	1	United Kingdom	Cass Business School
2016	282	Bivariate copula additive models for location, scale and shape	Giampiero Marra	0	United Kingdom	University College London
2016	479	Combination of forecasts in dynamic factor models: Application to the Italian power exchange	Andres M Alonso	1	Spain	Universidad Carlos III de Madrid
2016	479	Combination of forecasts in dynamic factor models: Application to the Italian power exchange	Guadalupe Bastos	0	Spain	Universidad Carlos III de Madrid
2016	479	Combination of forecasts in dynamic factor models: Application to the Italian power exchange	Carolina Garcia-Martos	0	Spain	Universidad Politecnica de Madrid
2016	462	The expectation maximization algorithm for the state space model with correlated errors	Javier Cara	1	Spain	Universidad Politecnica de Madrid
2016	463	Important variable assessment in modeling transport accident patterns using random forest and bagging	Camino Gonzalez	1	Spain	Universidad Politécnica de Madrid
2016	463	Important variable assessment in modeling transport accident patterns using random forest and bagging		0	Spain	
2016	463	Important variable assessment in modeling transport accident patterns using random forest and bagging	Blanca Arenas	0	Spain	Technical University of Madrid
2016	463	Important variable assessment in modeling transport accident patterns using random forest and bagging	Belen Jimenez	0	Spain	Technical University of Madrid
2016	166	Estimating extra zeros proportion in different variability conditions of a regression count model	Antonio Jose Saez-Castillo	1	Spain	Universidad de Jaen
2016	166	Estimating extra zeros proportion in different variability conditions of a regression count model	Antonio Conde-Sanchez	0	Spain	Universidad de Jaen
2016	166	Estimating extra zeros proportion in different variability conditions of a regression count model	Ana Maria Martinez-Rodriguez	0	Spain	University of Jaen
2016	532	On the computation of symmetrized M-estimators of scatter	Jari Miettinen	1	Finland	University of Jyvaskyla
2016	532	On the computation of symmetrized M-estimators of scatter	Klaus Nordhausen	0	Austria	Vienna University of Technology
2016	532	On the computation of symmetrized M-estimators of scatter	Sara Taskinen	0	Finland	University of Jyvaskyla
2016	532	On the computation of symmetrized M-estimators of scatter	David Tyler	0	United States	Rutgers
2016	543	Two-step robust estimation of copulae	Samuel Orso	1	Switzerland	University of Geneva
2016	543	Two-step robust estimation of copulae	Stephane Guerrier	0	United States	University of Illinois at Urbana-Champaign
2016	543	Two-step robust estimation of copulae	Maria-Pia Victoria-Feser	0	Switzerland	University of Geneva
2016	474	On a modification of Efron bootstrap method for heavy-tailed distributions	Hannah Opayinka	1	Nigeria	University of Ibadan
2016	391	Evaluation of robust PCA for supervised audio outlier detection	Sarka Brodinova	1	Austria	Vienna University of Technology
2016	391	Evaluation of robust PCA for supervised audio outlier detection	Thomas Ortner	0	Austria	Vienna University of Technology
2016	391	Evaluation of robust PCA for supervised audio outlier detection	Peter Filzmoser	0	Austria	Vienna University of Technology
2016	391	Evaluation of robust PCA for supervised audio outlier detection	Maia Zaharieva	0	Austria	Vienna University of Technology
2016	391	Evaluation of robust PCA for supervised audio outlier detection	Christian Breiteneder	0	Austria	Vienna University of Technology
2016	410	Variable importance in clustering using binary decision trees	Pierre Michel	1	France	Aix Marseille University
2016	410	Variable importance in clustering using binary decision trees	Badih Ghattas	0	France	Aix Marseille University
2016	526	Automatic module selection from several microarray gene expression studies	Alix Zollinger	1	Switzerland	SIB
2016	526	Automatic module selection from several microarray gene expression studies	Anthony Davison	0	Switzerland	EPFL
2016	526	Automatic module selection from several microarray gene expression studies	Darlene Goldstein	0	Switzerland	Ecole Poytechnique Federale de Lausanne
2016	252	Comparison of two bootstrap procedures in the case of hidden Markovian model clustering	Zhivko Taushanov	1	Switzerland	University of Lausanne
2016	252	Comparison of two bootstrap procedures in the case of hidden Markovian model clustering	Andre Berchtold	0	Switzerland	University of Lausanne
2016	340	Determining the number of overlapping clusters: Simulation results for the additive profile clustering model	Tom Frans Wilderjans	1	Netherlands	Leiden University
2016	340	Determining the number of overlapping clusters: Simulation results for the additive profile clustering model	Julian Rossbroich	0	Netherlands	Leiden University
2016	201	Globalization and economic growth:  Tracking the impacts of changes in global interdependences	Maria Jesus Delgado Rodriguez	1	Spain	Universidad  Rey Juan Carlos I de Madrid
2016	201	Globalization and economic growth:  Tracking the impacts of changes in global interdependences	Sonia de Lucas Santos	0	Spain	Universidad Autonoma de Madrid
2016	564	Functional impact into Google AdWords	Christoph Rust	1	Germany	University of Regensburg
2016	503	yuimaGUI: A graphical user interface for computational finance based on the yuima R package	Emanuele Guidotti	1	Italy	University of Milan
2016	503	yuimaGUI: A graphical user interface for computational finance based on the yuima R package	Stefano Iacus	0	Italy	University of Milan
2016	503	yuimaGUI: A graphical user interface for computational finance based on the yuima R package	Lorenzo Mercuri	0	Italy	University of Milan
2016	517	Automatic ARIMA modeling using RcmdrPlugin.SPSS	Dedi Rosadi	1	Indonesia	Universitas Gadjah Mada
2016	547	Directional depth and outlyingness for multivariate functional data	Wenlin Dai	1	Saudi Arabia	KAUST
2016	547	Directional depth and outlyingness for multivariate functional data	Marc Genton	0	Saudi Arabia	KAUST
2016	347	Analyzing high-dimensional functional data	Ana Arribas-Gil	1	Spain	Universidad Carlos III de Madrid
2016	347	Analyzing high-dimensional functional data	Juan Romo	0	Spain	Universidad Carlos III de Madrid
2016	576	Bayesian multivariate spatial temporal functional data modelling	Montserrat Fuentes	1	United States	North Carolina State University
2016	153	Pattern recognition techniques for interval time series	Elizabeth Ann Maharaj	1	Australia	Monash University
2016	153	Pattern recognition techniques for interval time series	Paula Brito	0	Portugal	Universidade do Porto
2016	153	Pattern recognition techniques for interval time series	Paulo Teles	0	Portugal	Universidade do Porto
2016	255	Adaptive spectral analysis of replicated nonstationary time series	Robert Krafty	1	United States	University of Pittsburgh
2016	255	Adaptive spectral analysis of replicated nonstationary time series	Scott Bruce	0	United States	Temple University
2016	255	Adaptive spectral analysis of replicated nonstationary time series	Martica Hall	0	United States	University of Pittsburgh
2016	292	Quantile autocovariances: A powerful tool for hard and soft partitional clustering of time series	Jose Vilar	1	Spain	Universidade da Coruna
2016	292	Quantile autocovariances: A powerful tool for hard and soft partitional clustering of time series	Borja Lafuente-Rego	0	Spain	Universidade da Coruna
2016	228	Optimal designs for fractional polynomial models	Victor Casero-Alonso	1	Spain	University of Castilla-La Mancha
2016	228	Optimal designs for fractional polynomial models	Jesus Lopez-Fidalgo	0	Spain	University of Castilla-La Mancha
2016	228	Optimal designs for fractional polynomial models	Weng Kee Wong	0	United States	UCLA
2016	307	Bayesian optimal designs via MCMC simulations: A case study in the technological field	Rossella Berni	1	Italy	University of Florence
2016	421	Optimal-design search under the IMSPE objective	Selden Crary	1	United States	Unaffiliated
2016	422	Using sparse kernels to design computer experiments with tunable precision	Guillaume Sagnol	1	Germany	ZIB Berlin
2016	422	Using sparse kernels to design computer experiments with tunable precision	Hans-Christian Hege	0	Germany	Zuse Institute Berlin
2016	422	Using sparse kernels to design computer experiments with tunable precision	Martin Weiser	0	Germany	Zuse Institute Berlin
2016	537	Bootstrap-based inference in generalized linear mixed models	Daniel Antonio Flores Agreda	1	Switzerland	Universite de Geneve
2016	537	Bootstrap-based inference in generalized linear mixed models	Eva Cantoni	0	Switzerland	University of Geneva
2016	169	On negative binomial regression and its variants	Thomas Yee	1	New Zealand	University of Auckland
2016	512	Impact of correlation between predictors on variance decomposition and variable selection using CAR scores	Henri Wallard	1	France	Ipsos
2016	428	On constrained  estimation of graphical time series models	Heung Wong	1	Hong Kong	The Hong Kong Polytechnic University
2016	482	Variable selection with pre-assigned roles and cost utility analysis for process monitoring	Luan Jaupi	1	France	CNAM
2016	426	A new EWMA chart for monitoring the covariance matrix of a multivariate process based on dissimilarity index	Longcheen Huwang	1	Taiwan	National Tsing Hua University
2016	584	Web computing of robust methods in Acceptance Sampling for Weibull variables	Miguel Casquilho	1	Portugal	University of Lisbon
2016	584	Web computing of robust methods in Acceptance Sampling for Weibull variables	Elisabete Carolino	0	Portugal	ESTeSL-IPL
2016	584	Web computing of robust methods in Acceptance Sampling for Weibull variables	M Rosario Ramos	0	Portugal	FCiencias.ID
2016	584	Web computing of robust methods in Acceptance Sampling for Weibull variables	Isabel Barao	0	Portugal	Faculty of Sciences - University of Lisbon
2016	386	A modified control chart for monitoring the multihead weighing process	Alexander Pulido-Rojano	1	Colombia	Universidad Simon Bolivar
2016	386	A modified control chart for monitoring the multihead weighing process	Juan Carlos Garcia-Diaz	0	Spain	Universitat Politecnica de Valencia
2016	452	On the first-order integer-valued bilinear model	Isabel Pereira	1	Portugal	University of Aveiro
2016	452	On the first-order integer-valued bilinear model	Nelia  Silva	0	Portugal	University of Aveiro
2016	511	Distance dependent Chinese restaurant process for spatio-temporal clustering of urban traffic networks	Konstantinos Ampountolas	1	United Kingdom	University of Glasgow
2016	511	Distance dependent Chinese restaurant process for spatio-temporal clustering of urban traffic networks	Ludger Evers	0	United Kingdom	University of Glasgow
2016	511	Distance dependent Chinese restaurant process for spatio-temporal clustering of urban traffic networks	Ashwini Venkatasubramaniam	0	United Kingdom	University of Glasgow
2016	382	A Bayesian approach for the transformed gamma degradation process	Massimiliano Giorgio	1	Italy	Second University of Naples
2016	382	A Bayesian approach for the transformed gamma degradation process	Maurizio Guida	0	Italy	University of Salerno and National Research Council
2016	382	A Bayesian approach for the transformed gamma degradation process	Fabio Postiglione	0	Italy	University of Salerno
2016	382	A Bayesian approach for the transformed gamma degradation process	Gianpaolo Pulcini	0	Italy	National Research Council
2016	371	Bayesian prediction of unobserved values for Type-II censored data for an inverse Weibull distribution	Takeshi Kurosawa	1	Japan	Tokyo University of Science
2016	371	Bayesian prediction of unobserved values for Type-II censored data for an inverse Weibull distribution	Tatsuya Kubota	0	Japan	Tokyo University of Science
2016	200	Multiway-SIR for longitudinal multi-table data integration	Valerie Sautron	1	France	INRA
2016	200	Multiway-SIR for longitudinal multi-table data integration	Marie Chavent	0	France	Bordeaux University
2016	200	Multiway-SIR for longitudinal multi-table data integration	Nathalie Viguerie	0	France	INSERM
2016	200	Multiway-SIR for longitudinal multi-table data integration	Nathalie Villa-Vialaneix	0	France	INRA
2016	480	Equating multidimensional IRT parameters when both common items and common persons are available	Yoshinori Oki	1	Japan	Tokyo Institute of Technology
2016	480	Equating multidimensional IRT parameters when both common items and common persons are available	Shin-ichi Mayekawa	0	Japan	Tokyo Institute of Technology
2016	395	EM estimation of a structural equation model	Myriam Tami	1	France	University of Montpellier
2016	293	Constructing a composite indicator for education monitoring	Dovile Stumbriene	1	Lithuania	Vilnius university
2016	293	Constructing a composite indicator for education monitoring	Rimantas Zelvys	0	Lithuania	Vilnius university
2016	293	Constructing a composite indicator for education monitoring	Audrone Jakaitiene	0	Lithuania	Vilnius university
2016	214	Estimation techniques for discrete response variables in dual frame surveys	Antonio Arcos	1	Spain	Universidad de Granada
2016	214	Estimation techniques for discrete response variables in dual frame surveys	Maria Giovanna Ranalli	0	Italy	University of Perugia
2016	214	Estimation techniques for discrete response variables in dual frame surveys	David Molina	0	Spain	University of Granada
2016	240	Improving the item sum technique using auxiliary information in complex surveys	Pier Francesco Perri	1	Italy	University of Calabria
2016	240	Improving the item sum technique using auxiliary information in complex surveys	Beatriz Cobo	0	Spain	University of Granada
2016	313	Privacy protection in surveys with RR techniques using nonparametric regression	Ismael Sanchez-Borrego	1	Spain	University of Granada
2016	313	Privacy protection in surveys with RR techniques using nonparametric regression	Maria del Mar Rueda	0	Spain	Universidad de Granada
2016	301	The seasonal fractionally integrated separable spatial autoregressive model and its properties	Papa Ousmane Cisse	1	Senegal	Le Mans University
2016	301	The seasonal fractionally integrated separable spatial autoregressive model and its properties	Abdou Ka Diongue	0	Senegal	Gaston Berger
2016	301	The seasonal fractionally integrated separable spatial autoregressive model and its properties	Dominique Guegan	0	France	LabEx ReFi and University Paris 1
2016	339	Cross-sectional analysis through rank-based dynamic portfolios	Dominique Guegan	0	France	Universite Paris 1 - Pantheon-Sorbonne
2016	339	Cross-sectional analysis through rank-based dynamic portfolios	Monica Billio	0	Italy	University of Venice
2016	339	Cross-sectional analysis through rank-based dynamic portfolios	Ludovic Cales	0	Luxembourg	Hendyplan
2016	343	Time varying graphs	Matteo Iacopini	1	Italy	Ca Foscari University of Venice
2016	343	Time varying graphs	Dominique Guegan	0	France	Universite Paris 1 - Pantheon-Sorbonne
2016	420	Inference in nonlinear systems with unscented Kalman filters	Diana Giurghita	1	United Kingdom	University of Glasgow
2016	420	Inference in nonlinear systems with unscented Kalman filters	Dirk Husmeier	0	UK	Biomathematics and Statistics Scotland, Edinburgh
2016	357	Sequential importance sampling for online Bayesian changepoint detection	Lida Mavrogonatou	1	United Kingdom	University of Glasgow
2016	357	Sequential importance sampling for online Bayesian changepoint detection	Vladislav Vyshemirsky	0	United Kingdom	University of Glasgow
2016	569	Discrete Bayesian DAG models with a restricted set of directions	Jacek Wesolowski	1	Poland	Warsaw University of Technology
2016	162	Nonparametric hypothesis testing for isotonic survival models with clustering	John Eustaquio	1	Philippines	University of the Philppines - Diliman
2016	251	Approximating the Rao's distance between negative binomial distributions: Application to counts of marine organisms	Claude Mante	1	France	Aix-Marseille University
2016	251	Approximating the Rao's distance between negative binomial distributions: Application to counts of marine organisms	Saikou Kide	0	Mauritania	Institut Mauritanien de Recherches Oceanographiques et des Peches
2016	475	Classification based on dissimilarities	Beibei Yuan	1	Netherlands	Leiden University
2016	475	Classification based on dissimilarities	Willem Heiser	0	Netherlands	Leiden University
2016	475	Classification based on dissimilarities	Mark De Rooij	0	Netherlands	Leiden University
2016	520	An assessment of scientific research performance for ranking countries from EU	Florentin Serban	1	Romania	Bucharest University of Economic Studies
2016	520	An assessment of scientific research performance for ranking countries from EU	Anca-Teodora Serban-Oprescu	0	Romania	Bucharest University of Economic Studies
2016	534	An integrative framework for evaluating scientific research	Luiza Badin	1	Romania	Bucharest University of Economic Studies
2016	534	An integrative framework for evaluating scientific research	Silvia Dedu	0	Romania	Bucharest University of Economic Studies
2016	534	An integrative framework for evaluating scientific research	Anca-Teodora Serban-Oprescu	0	Romania	Bucharest University of Economic Studies
2016	534	An integrative framework for evaluating scientific research	Florentin Serban	0	Romania	Bucharest University of Economic Studies
2016	554	Exponentiated-type distribution families with applications to scientific performance evaluation	Silvia Dedu	1	Romania	Bucharest University of Economic Studies
2016	554	Exponentiated-type distribution families with applications to scientific performance evaluation	Vasile Preda	0	Romania	University of Bucharest
2016	413	A multimomental ARMA model: Initial formulation and a case study	Thomas Michael Bartlett	1	Brazil	University of Campinas
2016	413	A multimomental ARMA model: Initial formulation and a case study	Levy Boccato	0	Brazil	University of Campinas
2016	160	Relevance of combining ARFIMA and artificial intelligence-based models: An empirical evidence from Scandinavian market	Najeh Chaabane	0	Tunisia	University of Sousse-ISFF
2016	502	Multiple use confidence intervals for the statistical calibration problem	Martina Chvostekova	1	Slovakia	Institute of Measurement Science of Slovak Academy of Sciences
2016	521	Dilemma: Distributed learning with Markov Chain Monte Carlo algorithms	Ali Zaidi	1	United States	Microsoft
2016	539	Capturing diagnostic error in geostatistical models of Malaria survey data	Eleni Verykouki	1	Switzerland	Swiss Tropical and Public Health Institute
2016	539	Capturing diagnostic error in geostatistical models of Malaria survey data	Andres Cardona Gavaldon	0	Switzerland	Swiss Tropical and Public Health Institute
2016	539	Capturing diagnostic error in geostatistical models of Malaria survey data	Penelope Vounatsou	0	Switzerland	Swiss Tropical and Public Health Institute
2016	542	Classification of individual disability progression trajectories of multiple sclerosis patients	Ceren Tozlu	1	France	University of Lyon
2016	542	Classification of individual disability progression trajectories of multiple sclerosis patients	Gabriel Kocevar	0	France	Claude Bernard University-Lyon
2016	542	Classification of individual disability progression trajectories of multiple sclerosis patients	Francoise Durand-Dubief	0	France	Claude Bernard University-Lyon
2016	542	Classification of individual disability progression trajectories of multiple sclerosis patients	Sandra Vukusic	0	France	Hospices Civils de Lyon
2016	542	Classification of individual disability progression trajectories of multiple sclerosis patients	Dominique Sappey-Marinier	0	France	Claude Bernard University-Lyon
2016	542	Classification of individual disability progression trajectories of multiple sclerosis patients	Delphine Maucort-Boulch	0	France	Claude Bernard University-Lyon
2016	519	Estimating the effectiveness of AdWords geo-targeting	Iman Al-Hasani	1	United Kingdom	Durham University
2016	365	Application of ensemble methods for detection of changepoints in generalized linear models	Asanao Shimokawa	1	Japan	Tokyo University of Science
2016	365	Application of ensemble methods for detection of changepoints in generalized linear models	Takuma Kurosawa	0	Japan	Tokyo University of Science
2016	365	Application of ensemble methods for detection of changepoints in generalized linear models	Etsuo Miyaoka	0	Japan	Tokyo University of Science
2016	477	Bivariate regional frequency analysis of extreme precipitation events in the Czech Republic	Tereza Simkova	1	Czech Republic	Technical University of Liberec
2016	477	Bivariate regional frequency analysis of extreme precipitation events in the Czech Republic	Jan Picek	0	Czech Republic	Technical University of Liberec
2016	477	Bivariate regional frequency analysis of extreme precipitation events in the Czech Republic	Jan Kysely	0	Czech Republic	Institute of Atmospheric Physics AS CR
2016	387	Relationship between dietary habits and dementia status among Japanese suburban community-dwelling elderly	Chisako Yamamoto	1	Japan	Shonan University of Medical Sciences
2016	525	Generation of monthly precipitation series and the performance of homogeneity tests	Elif Akca	1	Turkey	Middle East Technical University
2016	525	Generation of monthly precipitation series and the performance of homogeneity tests	Ceylan Yozgatligil	0	Turkey	Middle East Technical University
2016	525	Generation of monthly precipitation series and the performance of homogeneity tests	Ceyda Yazici	0	Turkey	Middle East Technical University
2016	538	Improvement of the methods of providing meteorological data for energy management systems	Takamitsu Funayama	1	Japan	Tokai University
2016	538	Improvement of the methods of providing meteorological data for energy management systems	Takeshi Watanabe	0	Japan	Tokai University
2016	538	Improvement of the methods of providing meteorological data for energy management systems	Hideaki Takenaka	0	Japan	JAXA
2016	538	Improvement of the methods of providing meteorological data for energy management systems	Hideki Kimura	0	Japan	Tokai University
2016	538	Improvement of the methods of providing meteorological data for energy management systems	Kota Fukuda	0	Japan	Tokai University
2016	538	Improvement of the methods of providing meteorological data for energy management systems	Takashi Nakajima	0	Japan	Tokai University
2016	538	Improvement of the methods of providing meteorological data for energy management systems	Yoshiro Yamamoto	0	Japan	Tokai Univeristy
2016	366	Clustering for multivariate functional data	Pai-Ling Li	1	Taiwan	Tamkang University
2016	366	Clustering for multivariate functional data	Ling-Cheng Kuo	0	Taiwan	Tamkang University
2016	453	Geographically weighted quantile regression for count data	Vivian Yi-Ju Chen	1	Taiwan	Tamkang Universiy
2016	192	Detecting anomalous data cells	Peter Rousseeuw	1	Belgium	KU Leuven
2016	192	Detecting anomalous data cells	Wannes Van den Bossche	0	Belgium	KU Leuven
2016	294	On robust and nonparametric change-point detection in multiple time series	Roland Fried	1	Germany	TU Dortmund University
2016	294	On robust and nonparametric change-point detection in multiple time series	Alexander Duerre	0	Germany	TU Dortmund University
2016	294	On robust and nonparametric change-point detection in multiple time series	Herold Dehling	0	Germany	Ruhr-University Bochum
2016	294	On robust and nonparametric change-point detection in multiple time series	Daniel Vogel	0	United Kingdom	University of Aberdeen
2016	294	On robust and nonparametric change-point detection in multiple time series	Martin  Wendler	0	Germany	Ernst Moritz Arndt Universitaet Greifswald
2016	333	Robust principal components for high-dimensional data	Stefan Van Aelst	1	Belgium	University of Leuven
2016	333	Robust principal components for high-dimensional data	Holger Cevallos Valdiviezo	0	Belgium	Ghent University
2016	333	Robust principal components for high-dimensional data	Matias Salibian-Barrera	0	Canada	The University of British Columbia
2016	199	An index to analyze a portion of the ROC curve	Maria del Carmen Pardo	1	Spain	Complutense University of Madrid
2016	199	An index to analyze a portion of the ROC curve	Alba Franco-Pereira	0	Spain	Universidad Complutense de Madrid
2016	196	Optimal cutpoints for classification in medical diagnostic tests	Monica Lopez Raton	1	Spain	Conselleria de Educacion- Xunta de Galicia
2016	196	Optimal cutpoints for classification in medical diagnostic tests	Carmen Cadarso Suarez	0	Spain	Universidad de Santiago de Compostela
2016	196	Optimal cutpoints for classification in medical diagnostic tests	Elisa Maria Molanes Lopez	0	Spain	Universidad Complutense de Madrid
2016	262	Confidence intervals for differences between volumes under ROC surfaces and generalized Youden indices	Christos T Nakas	1	Switzerland	University of Bern
2016	262	Confidence intervals for differences between volumes under ROC surfaces and generalized Youden indices	Benjamin Reiser	0	Israel	University of Haifa
2016	262	Confidence intervals for differences between volumes under ROC surfaces and generalized Youden indices	Lili Tian	0	United States	State University of New York
2016	262	Confidence intervals for differences between volumes under ROC surfaces and generalized Youden indices	JingJing Yin	0	United States	Georgia Southern University
2016	289	Identifying optimal biomarker combinations for treatment selection using data from randomized controlled trials	Ying Huang	1	United States	Fred Hutchinson Cancer Research Center
2016	306	A model based clustering for ordered categorical data	Tadashi Imaizumi	1	Japan	Tama University
2016	411	Time series changes of the categorical data using the text data regarding radiation	Takafumi Kubota	1	Japan	Tama University
2016	411	Time series changes of the categorical data using the text data regarding radiation	Hitoshi Fujimiya	0	Japan	DYNACOM
2016	411	Time series changes of the categorical data using the text data regarding radiation	Hiroyuki A Torii	0	Japan	the University of Tokyo
2016	404	Risk profiles for severe mental health difficulty: Classification and regression tree analysis	Yoshitake Takebayashi	1	Japan	Institute of Statistical Mathematics
2016	404	Risk profiles for severe mental health difficulty: Classification and regression tree analysis	Takafumi Kubota	0	Japan	Tama University
2016	404	Risk profiles for severe mental health difficulty: Classification and regression tree analysis	Tsubaki Hiroe	0	Japan	Institute of Statistical Mathematics
2016	418	Visualization of cross tabulation by the association rules by using the correspondence analysis	Yoshiro Yamamoto	1	Japan	Tokai Univeristy
2016	418	Visualization of cross tabulation by the association rules by using the correspondence analysis	Sanetoshi Yamada	0	Japan	Tokai University
2016	269	Latent class trees	Mattis van den Bergh	1	Netherlands	Tilburg University
2016	269	Latent class trees	Jeroen Vermunt	0	Netherlands	Tilburg University
2016	284	Goodness-of-fit in multilevel latent class analysis	Erwin Nagelkerke	1	Netherlands	Tilburg University
2016	284	Goodness-of-fit in multilevel latent class analysis	Daniel Oberski	0	Netherlands	Tilburg University
2016	284	Goodness-of-fit in multilevel latent class analysis	Jeroen Vermunt	0	Netherlands	Tilburg University
2016	268	New resampling methods applied to latent class model fit assessment	Geert van Kollenburg	1	Netherlands	Tilburg University
2016	268	New resampling methods applied to latent class model fit assessment	Joris Mulder	0	Netherlands	Tilburg University
2016	268	New resampling methods applied to latent class model fit assessment	Jeroen Vermunt	0	Netherlands	Tilburg University
2016	224	Handling missing data with multiple imputation using LC models to investigate predictors of HPV infection	Roberto Di Mari	1	Italy	University of Rome Tor Vergata
2016	224	Handling missing data with multiple imputation using LC models to investigate predictors of HPV infection	Jlenia Caccetta	0	Italy	Sapienza University of Rome
2016	224	Handling missing data with multiple imputation using LC models to investigate predictors of HPV infection	Maura Mezzetti	0	Italy	University of Rome Tor Vergata
2016	434	Monetary policy on Twitter and its effect on asset prices: Evidence from computational text analysis	Peter Tillmann	1	Germany	Justus-Liebig University Giessen
2016	434	Monetary policy on Twitter and its effect on asset prices: Evidence from computational text analysis	Jochen Luedering	0	Germany	University of Giessen
